ticker,timeframe,n_mu,x,bear_alloc_1d,ema_pair,sharpe,cagr,max_drawdown,total_return,num_trades,n_skipped
ETH-USD,1d,3,0.0,0.5,9/21,0.9157995416717233,0.5082198996132503,-0.7851569830493126,132.22304765285588,85,12
ETH-USD,1d,3,0.0,0.5,12/26,0.837740234752014,0.38371326098605496,-0.7073708144121078,46.766154021657485,76,9
ETH-USD,1d,3,0.0,0.75,9/21,0.9988674750594893,0.5157352960091506,-0.8431585819971789,140.3442486070175,85,12
ETH-USD,1d,3,0.0,0.75,12/26,0.9209571010475585,0.37887643095080215,-0.8065157236251914,44.815881950895346,76,9
ETH-USD,1d,3,0.0,1.0,9/21,1.0847450872474333,0.5097508775756856,-0.8893688000518872,133.8419081394139,85,12
ETH-USD,1d,3,0.0,1.0,12/26,1.0039315989972801,0.3634314146480677,-0.8779322166887336,39.066124566022104,76,9
ETH-USD,1d,3,0.25,0.5,9/21,0.9062104441391736,0.48224700981542945,-0.7730409792439883,107.33501407050015,89,9
ETH-USD,1d,3,0.25,0.5,12/26,0.8108115980076348,0.3298612647357948,-0.7535316868435368,28.77727535198297,78,7
ETH-USD,1d,3,0.25,0.75,9/21,0.9979825060577682,0.4902543948127691,-0.8298192449687827,114.51115954507038,89,9
ETH-USD,1d,3,0.25,0.75,12/26,0.9019643997510262,0.3168431766742772,-0.8150184896132482,25.48649535814738,78,7
ETH-USD,1d,3,0.25,1.0,9/21,1.0905252663219402,0.48525657687404444,-0.8787383898664409,109.98282204381859,89,9
ETH-USD,1d,3,0.25,1.0,12/26,0.9910752569798438,0.293779639105338,-0.8637538445562172,20.462009490322544,78,7
ETH-USD,1d,3,0.5,0.5,9/21,0.8917936114793064,0.4279420733354411,-0.7630242881996017,68.46927041026197,97,5
ETH-USD,1d,3,0.5,0.5,12/26,0.78967756031914,0.2859614024952575,-0.788610490784295,18.967906913567113,82,4
ETH-USD,1d,3,0.5,0.75,9/21,0.9981441547392151,0.4234874303129721,-0.8482102957916071,65.93272873725685,97,5
ETH-USD,1d,3,0.5,0.75,12/26,0.8889257257737984,0.26128521492823564,-0.8477867777202556,14.854713231207617,82,4
ETH-USD,1d,3,0.5,1.0,9/21,1.1020669038395918,0.4061461891050071,-0.9069626435506851,56.845229678441044,97,5
ETH-USD,1d,3,0.5,1.0,12/26,0.9848183276992908,0.22558630930439172,-0.901141797712133,10.264530786151646,82,4
ETH-USD,1d,3,0.75,0.5,9/21,0.9160230448914258,0.45197324376613834,-0.7982990828998766,83.7381019237921,105,2
ETH-USD,1d,3,0.75,0.5,12/26,0.8518894362906967,0.397841155832783,-0.6869121485406942,52.906452199495455,82,3
ETH-USD,1d,3,0.75,0.75,9/21,1.0296379189902598,0.45116320024026013,-0.8785382199678449,83.17701705223823,105,2
ETH-USD,1d,3,0.75,0.75,12/26,0.9402002140251128,0.3945625919251887,-0.7874679488512556,51.420376493178665,82,3
ETH-USD,1d,3,0.75,1.0,9/21,1.140167461229326,0.437687071062155,-0.9263193016020266,74.328054734646,105,2
ETH-USD,1d,3,0.75,1.0,12/26,1.0297485533544122,0.38066372250670866,-0.8554949837743877,45.52787936157685,82,3
ETH-USD,1d,5,0.0,0.5,9/21,0.9242740503702285,0.5498307538293727,-0.7676693630656765,183.19972696880995,73,19
ETH-USD,1d,5,0.0,0.5,12/26,0.8971142834369256,0.5084891646946215,-0.7285971769368718,132.50647271115903,62,14
ETH-USD,1d,5,0.0,0.75,9/21,0.9874810089961708,0.5719667224636564,-0.8417852041321839,217.07771421957088,73,19
ETH-USD,1d,5,0.0,0.75,12/26,0.943925202572522,0.516536552014558,-0.8128973747523351,141.23631858140521,62,14
ETH-USD,1d,5,0.0,1.0,9/21,1.0576373749784216,0.5823503396050855,-0.891177874269371,234.85795618897976,73,19
ETH-USD,1d,5,0.0,1.0,12/26,1.0005035474107058,0.5129705799847146,-0.8697781711777549,137.30538350980922,62,14
ETH-USD,1d,5,0.25,0.5,9/21,0.9314095618549164,0.5543287749476911,-0.7761812673603911,189.66565302852777,77,16
ETH-USD,1d,5,0.25,0.5,12/26,0.8669978689948395,0.44673712810218524,-0.7058727019098403,80.17089265708427,68,10
ETH-USD,1d,5,0.25,0.75,9/21,1.000043520786404,0.578530965710593,-0.847651370305422,228.16907992742387,77,16
ETH-USD,1d,5,0.25,0.75,12/26,0.9320075800512894,0.4525904935989451,-0.7985375298477663,84.16794377341996,68,10
ETH-USD,1d,5,0.25,1.0,9/21,1.07503923043727,0.5901500917325222,-0.8959582236338419,249.07647595850048,77,16
ETH-USD,1d,5,0.25,1.0,12/26,1.0019699313607158,0.4478476303442116,-0.8655441951377435,80.91574340637912,68,10
ETH-USD,1d,5,0.5,0.5,9/21,0.9011740673376266,0.4649342171841433,-0.8128284644948958,93.19444153635426,89,9
ETH-USD,1d,5,0.5,0.5,12/26,0.8402820787508664,0.3865341518850087,-0.748247478344328,47.93838769877778,74,8
ETH-USD,1d,5,0.5,0.75,9/21,0.9936003677214074,0.4683582491574865,-0.8936888689562652,95.84909446553242,89,9
ETH-USD,1d,5,0.5,0.75,12/26,0.9181033980776169,0.3798667158999727,-0.8371075402462329,45.20913573443369,74,8
ETH-USD,1d,5,0.5,1.0,9/21,1.0870058840932046,0.4585794164493151,-0.9400120786745771,88.44345716126747,89,9
ETH-USD,1d,5,0.5,1.0,12/26,0.9985460875340655,0.3622402721576006,-0.8936305935294621,38.65139901151942,74,8
ETH-USD,1d,5,0.75,0.5,9/21,0.9392891628358551,0.5067914374064486,-0.8425037564739384,130.72866205791644,101,4
ETH-USD,1d,5,0.75,0.5,12/26,0.8647596336986222,0.4225528147879647,-0.6915366491667712,65.41143263797754,80,5
ETH-USD,1d,5,0.75,0.75,9/21,1.0421555719994662,0.5134460426456848,-0.9117954348232137,137.82369401373165,101,4
ETH-USD,1d,5,0.75,0.75,12/26,0.9470339104259022,0.4218572604875439,-0.7905804059582696,65.02589327031994,80,5
ETH-USD,1d,5,0.75,1.0,9/21,1.145155275456385,0.5061473303347683,-0.9509169176018168,130.05986562762354,101,4
ETH-USD,1d,5,0.75,1.0,12/26,1.0324601959942776,0.410152218972077,-0.8579237932068488,58.837870911437285,80,5
ETH-USD,1d,8,0.0,0.5,9/21,0.8529145825041432,0.42906549231094937,-0.8227125307085461,69.12271446575372,67,25
ETH-USD,1d,8,0.0,0.5,12/26,0.8584962521176758,0.4537111727565464,-0.8168651685595762,84.95347355980591,56,17
